timestamp (s),filename,label
68.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163102_068.png,0
69.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163103_069.png,0
70.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163104_070.png,0
71.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163105_071.png,0
72.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163106_072.png,0
73.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163107_073.png,0
74.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163108_074.png,0
75.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163109_075.png,0
76.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163110_076.png,0
77.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163111_077.png,0
78.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163112_078.png,0
79.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163113_079.png,0
80.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163114_080.png,0
81.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163115_081.png,0
82.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163116_082.png,0
83.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163117_083.png,0
84.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163118_084.png,0
85.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163119_085.png,0
86.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163120_086.png,0
87.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163121_087.png,0
88.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163122_088.png,0
89.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163123_089.png,0
90.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163124_090.png,0
91.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163125_091.png,0
92.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163126_092.png,0
93.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163127_093.png,0
94.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163128_094.png,0
95.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163129_095.png,0
96.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163130_096.png,0
97.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163131_097.png,0
98.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163132_098.png,0
99.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163133_099.png,0
100.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163134_100.png,0
101.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163135_101.png,0
102.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163136_102.png,0
103.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163137_103.png,0
104.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163138_104.png,0
105.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163139_105.png,0
106.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163140_106.png,0
107.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163141_107.png,0
108.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163142_108.png,0
109.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163143_109.png,0
110.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163144_110.png,0
111.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163145_111.png,0
112.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163146_112.png,0
113.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163147_113.png,0
114.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163148_114.png,0
115.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163149_115.png,0
116.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163150_116.png,0
117.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163151_117.png,0
118.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163152_118.png,0
119.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163153_119.png,0
120.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163154_120.png,0
121.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163155_121.png,0
122.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163156_122.png,0
123.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163157_123.png,0
124.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163158_124.png,0
125.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163159_125.png,0
126.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163200_126.png,0
127.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163201_127.png,0
128.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163202_128.png,0
129.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163203_129.png,0
130.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163204_130.png,0
131.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163205_131.png,0
132.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163206_132.png,0
133.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163207_133.png,0
134.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163208_134.png,0
135.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163209_135.png,0
136.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163210_136.png,0
137.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163211_137.png,0
138.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163212_138.png,0
139.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163213_139.png,0
140.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163214_140.png,0
141.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163215_141.png,0
142.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163216_142.png,0
143.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163217_143.png,0
144.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163218_144.png,0
145.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163219_145.png,0
146.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163220_146.png,0
147.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163221_147.png,0
148.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163222_148.png,0
149.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163223_149.png,0
150.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163224_150.png,0
151.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163225_151.png,0
152.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163226_152.png,0
153.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163227_153.png,0
154.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163228_154.png,0
155.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163229_155.png,0
156.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163230_156.png,0
157.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163231_157.png,0
158.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163232_158.png,0
159.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163233_159.png,0
160.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163234_160.png,0
161.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163235_161.png,0
162.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163236_162.png,0
163.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163237_163.png,0
164.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163238_164.png,0
165.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163239_165.png,0
166.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163240_166.png,0
167.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163241_167.png,0
168.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163242_168.png,0
169.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163243_169.png,0
170.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163244_170.png,0
171.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163245_171.png,0
172.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163246_172.png,0
173.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163247_173.png,0
174.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163248_174.png,0
175.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163249_175.png,0
176.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163250_176.png,0
177.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163251_177.png,0
178.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163252_178.png,0
179.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163253_179.png,0
180.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163254_180.png,0
181.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163255_181.png,0
182.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163256_182.png,0
183.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163257_183.png,0
184.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163258_184.png,0
185.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163259_185.png,0
186.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163300_186.png,0
187.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163301_187.png,0
188.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163302_188.png,0
189.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163303_189.png,0
190.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163304_190.png,0
191.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163305_191.png,0
192.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163306_192.png,0
193.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163307_193.png,0
194.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163308_194.png,0
195.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163309_195.png,0
196.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163310_196.png,0
197.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163311_197.png,0
198.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163312_198.png,0
199.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163313_199.png,0
200.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163314_200.png,0
201.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163315_201.png,0
202.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163316_202.png,0
203.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163317_203.png,0
204.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163318_204.png,0
205.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163319_205.png,0
206.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163320_206.png,0
207.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163321_207.png,0
208.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163322_208.png,0
209.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163323_209.png,0
210.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163324_210.png,0
211.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163325_211.png,0
212.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163326_212.png,0
213.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163327_213.png,0
214.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163328_214.png,0
215.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163329_215.png,0
216.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163330_216.png,0
217.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163331_217.png,0
218.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163332_218.png,0
219.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163333_219.png,0
220.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163334_220.png,0
221.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163335_221.png,0
222.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163336_222.png,0
223.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163337_223.png,0
224.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163338_224.png,0
225.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163339_225.png,0
226.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163340_226.png,0
227.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163341_227.png,0
228.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163342_228.png,0
229.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163343_229.png,0
230.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163344_230.png,0
231.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163345_231.png,0
232.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163346_232.png,0
233.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163347_233.png,0
234.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163348_234.png,0
235.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163349_235.png,0
236.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163350_236.png,0
237.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163351_237.png,0
238.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163352_238.png,0
239.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163353_239.png,0
240.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163354_240.png,0
241.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163355_241.png,0
242.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163356_242.png,0
243.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163357_243.png,0
244.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163358_244.png,0
245.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163359_245.png,0
246.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163400_246.png,0
247.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163401_247.png,0
248.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163402_248.png,0
249.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163403_249.png,0
250.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163404_250.png,0
251.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163405_251.png,0
252.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163406_252.png,0
253.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163407_253.png,0
254.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163408_254.png,0
255.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163409_255.png,0
256.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163410_256.png,0
257.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163411_257.png,0
258.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163412_258.png,0
259.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163413_259.png,0
260.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163414_260.png,0
261.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163415_261.png,0
262.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163416_262.png,0
263.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163417_263.png,0
264.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163418_264.png,0
265.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163419_265.png,0
266.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163420_266.png,0
267.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163421_267.png,0
268.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163422_268.png,0
269.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163423_269.png,0
270.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163424_270.png,0
271.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163425_271.png,0
272.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163426_272.png,0
273.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163427_273.png,0
274.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163428_274.png,0
275.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163429_275.png,0
276.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163430_276.png,0
277.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163431_277.png,0
278.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163432_278.png,0
279.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163433_279.png,0
280.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163434_280.png,0
281.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163435_281.png,0
282.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163436_282.png,0
283.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163437_283.png,0
284.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163438_284.png,0
285.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163439_285.png,0
286.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163440_286.png,0
287.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163441_287.png,0
288.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163442_288.png,0
289.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163443_289.png,0
290.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163444_290.png,0
291.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163445_291.png,0
292.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163446_292.png,0
293.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163447_293.png,0
294.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163448_294.png,0
295.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163449_295.png,0
296.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163450_296.png,0
297.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163451_297.png,0
298.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163452_298.png,0
299.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163453_299.png,0
300.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163454_300.png,0
301.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163455_301.png,0
302.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163456_302.png,0
303.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163457_303.png,0
304.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163458_304.png,0
305.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163459_305.png,0
306.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163500_306.png,0
307.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163501_307.png,0
308.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163502_308.png,0
309.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163503_309.png,0
310.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163504_310.png,0
311.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163505_311.png,0
312.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163506_312.png,0
313.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163507_313.png,0
314.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163508_314.png,0
315.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163509_315.png,0
316.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163510_316.png,0
317.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163511_317.png,0
318.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163512_318.png,0
319.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163513_319.png,0
320.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163514_320.png,0
321.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163515_321.png,0
322.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163516_322.png,0
323.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163517_323.png,0
324.00,camera_data/11_18_25-camera_data-grassy/color_20251118_163518_324.png,0
325.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163519_325.png,0
326.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163520_326.png,0
327.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163521_327.png,0
328.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163522_328.png,0
329.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163523_329.png,0
330.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163524_330.png,0
331.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163525_331.png,0
332.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163526_332.png,0
333.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163527_333.png,0
334.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163528_334.png,0
335.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163529_335.png,0
336.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163530_336.png,0
337.01,camera_data/11_18_25-camera_data-grassy/color_20251118_163531_337.png,0
338.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163532_338.png,0
339.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163533_339.png,0
340.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163534_340.png,0
341.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163535_341.png,0
342.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163536_342.png,0
343.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163537_343.png,0
344.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163538_344.png,0
345.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163539_345.png,0
346.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163540_346.png,0
347.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163541_347.png,0
348.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163542_348.png,0
349.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163543_349.png,0
350.02,camera_data/11_18_25-camera_data-grassy/color_20251118_163544_350.png,0
351.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163545_351.png,0
352.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163546_352.png,0
353.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163547_353.png,0
354.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163548_354.png,0
355.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163549_355.png,0
356.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163550_356.png,0
357.03,camera_data/11_18_25-camera_data-grassy/color_20251118_163551_357.png,0
